code_insee,prefixe,section,numero,geojson,min_lon,min_lat,max_lon,max_lat,surface_m2
31555,814,AC,50,"{""type"":""Polygon"",""coordinates"":[[[1.4557073,43.5937541],[1.4558509,43.5937365],[1.4558983,43.5938028],[1.4559175,43.5938283],[1.4559287,43.5938431],[1.4558096,43.5938884],[1.4558012,43.5938771],[1.455786,43.5938575],[1.4557799,43.5938495],[1.4557764,43.5938449],[1.4557073,43.5937541]]]}",1.4557073,43.5937365,1.4559287,43.5938884,167
31555,814,AC,49,"{""type"":""Polygon"",""coordinates"":[[[1.4562868,43.5939975],[1.4562049,43.5938909],[1.4562014,43.5938865],[1.4561822,43.5938603],[1.4561367,43.5938012],[1.456066,43.5937093],[1.4563771,43.5936699],[1.4564229,43.5936642],[1.4565934,43.5936425],[1.4565327,43.5938278],[1.4563563,43.5939686],[1.4562868,43.5939975]]]}",1.456066,43.5936425,1.4565934,43.5939975,965
31555,814,AC,138,"{""type"":""Polygon"",""coordinates"":[[[1.4536812,43.5931959],[1.4536721,43.5931504],[1.4536673,43.593126],[1.4537206,43.5931202],[1.4537577,43.5931161],[1.4537918,43.5931129],[1.4538332,43.5931093],[1.4538846,43.5931046],[1.4539006,43.5931714],[1.4539058,43.5931922],[1.4538289,43.5931998],[1.4538249,43.5931803],[1.4537929,43.5931837],[1.4537739,43.5931858],[1.4537341,43.5931903],[1.4536812,43.5931959]]]}",1.4536673,43.5931046,1.4539058,43.5931998,153
31555,814,AC,390,"{""type"":""Polygon"",""coordinates"":[[[1.4544889,43.5936154],[1.4544857,43.5935967],[1.4544842,43.593589],[1.4544713,43.5935405],[1.4544817,43.5935394],[1.4545457,43.5935324],[1.4545555,43.5935796],[1.4545613,43.5936074],[1.4544889,43.5936154]]]}",1.4544713,43.5935324,1.4545613,43.5936154,48
31555,814,AC,119,"{""type"":""Polygon"",""coordinates"":[[[1.4556032,43.5932166],[1.4556643,43.5932098],[1.4556777,43.5932083],[1.4557027,43.5933126],[1.4557062,43.5933269],[1.455719,43.5933792],[1.4557246,43.593403],[1.4557144,43.5934042],[1.4556643,43.5934098],[1.4556493,43.5934115],[1.455633,43.5933427],[1.4556283,43.5933229],[1.4556032,43.5932166]]]}",1.4556032,43.5932083,1.4557246,43.5934115,138
31555,814,AC,402,"{""type"":""Polygon"",""coordinates"":[[[1.4533889,43.593877],[1.4533882,43.5938816],[1.4533873,43.5938888],[1.4533463,43.5938864],[1.4533474,43.5938794],[1.4533476,43.5938772],[1.4533479,43.5938754],[1.4533889,43.593877]]]}",1.4533463,43.5938754,1.4533889,43.5938888,4
31555,814,AC,363,"{""type"":""Polygon"",""coordinates"":[[[1.4542764,43.5943496],[1.4543454,43.5944459],[1.4542814,43.5944678],[1.4542188,43.5944894],[1.4541517,43.5943939],[1.4542764,43.5943496]]]}",1.4541517,43.5943496,1.4543454,43.5944894,134
31555,814,AC,364,"{""type"":""Polygon"",""coordinates"":[[[1.4540548,43.5942554],[1.4541386,43.5942474],[1.4541994,43.5942419],[1.4542764,43.5943496],[1.4541517,43.5943939],[1.4540548,43.5942554]]]}",1.4540548,43.5942419,1.4542764,43.5943939,172
31555,814,AC,362,"{""type"":""Polygon"",""coordinates"":[[[1.4542188,43.5944894],[1.4542814,43.5944678],[1.4543454,43.5944459],[1.4544184,43.5945506],[1.4544431,43.5945859],[1.4544061,43.5946013],[1.454359,43.5945385],[1.4543394,43.594546],[1.4542755,43.5945707],[1.4542188,43.5944894]]]}",1.4542188,43.5944459,1.4544431,43.5946013,142
31555,814,AC,423,"{""type"":""Polygon"",""coordinates"":[[[1.4552543,43.594083],[1.4552487,43.5940612],[1.4552389,43.594024],[1.4553174,43.5940147],[1.4553294,43.5940644],[1.4552981,43.5940721],[1.4552543,43.594083]]]}",1.4552389,43.5940147,1.4553294,43.594083,38
31555,814,AC,420,"{""type"":""Polygon"",""coordinates"":[[[1.4548069,43.5941771],[1.4548683,43.5941691],[1.4549163,43.5941625],[1.4549628,43.5942309],[1.4550063,43.594295],[1.4550101,43.5943005],[1.4549156,43.5943371],[1.4548679,43.5942674],[1.4548209,43.5941989],[1.4548142,43.5941892],[1.4548069,43.5941771]]]}",1.4548069,43.5941625,1.4550101,43.5943371,156
31555,814,AC,28,"{""type"":""Polygon"",""coordinates"":[[[1.4555794,43.5944831],[1.4555555,43.5944919],[1.4555463,43.5944798],[1.4555398,43.5944714],[1.4555641,43.5944623],[1.4555794,43.5944831]]]}",1.4555398,43.5944623,1.4555794,43.5944919,5
31555,814,AC,24,"{""type"":""Polygon"",""coordinates"":[[[1.455067,43.5952763],[1.4548952,43.5953092],[1.454889,43.5952954],[1.4546691,43.5953362],[1.454672,43.5953519],[1.4544984,43.5953851],[1.4544948,43.5953762],[1.4544589,43.5953825],[1.4544523,43.5953681],[1.4544198,43.5953681],[1.4543917,43.5953565],[1.4543783,43.5953432],[1.454372,43.5953273],[1.454373,43.5953124],[1.4543807,43.5952985],[1.454399,43.5952851],[1.4544233,43.5952786],[1.4544178,43.5952631],[1.4544579,43.5952563],[1.4544552,43.5952468],[1.4546243,43.5952143],[1.4546317,43.5952296],[1.4548515,43.5951876],[1.4548455,43.5951716],[1.4550169,43.5951387],[1.455067,43.5952763]]]}",1.454372,43.5951387,1.455067,43.5953851,780
31555,814,AC,355,"{""type"":""Polygon"",""coordinates"":[[[1.453963,43.5951178],[1.453966,43.5951189],[1.4539687,43.5951204],[1.4539705,43.5951218],[1.4539725,43.595124],[1.4539739,43.5951272],[1.4539731,43.5951327],[1.4539704,43.5951363],[1.4539665,43.5951388],[1.4539614,43.5951403],[1.4539559,43.5951404],[1.4539499,43.5951389],[1.453947,43.5951373],[1.4539449,43.5951357],[1.4539434,43.5951336],[1.4539422,43.5951307],[1.453942,43.5951285],[1.4539427,43.5951258],[1.4539443,43.5951231],[1.4539468,43.5951206],[1.4539498,43.595119],[1.4539562,43.5951173],[1.453963,43.5951178]]]}",1.453942,43.5951173,1.4539739,43.5951404,5
31555,814,AC,90,"{""type"":""Polygon"",""coordinates"":[[[1.4543813,43.5938224],[1.454361,43.5937242],[1.4543599,43.5937188],[1.4543345,43.5936038],[1.4543248,43.5935571],[1.4543976,43.593549],[1.454408,43.5935958],[1.4544099,43.5936034],[1.4544343,43.5937149],[1.4544556,43.5938134],[1.4543813,43.5938224]]]}",1.4543248,43.593549,1.4544556,43.5938224,177
31555,814,AC,142,"{""type"":""Polygon"",""coordinates"":[[[1.4542329,43.5932887],[1.4541338,43.5932996],[1.4541144,43.5932226],[1.4541041,43.5931806],[1.4540971,43.5931532],[1.4541946,43.5931413],[1.4542078,43.5931918],[1.4542329,43.5932887]]]}",1.4540971,43.5931413,1.4542329,43.5932996,131
31555,814,AC,140,"{""type"":""Polygon"",""coordinates"":[[[1.4539006,43.5931714],[1.4539473,43.5931671],[1.4539635,43.5932387],[1.4539814,43.5933166],[1.4538586,43.5933301],[1.4538289,43.5931998],[1.4539058,43.5931922],[1.4539006,43.5931714]]]}",1.4538289,43.5931671,1.4539814,43.5933301,150
31555,814,AC,139,"{""type"":""Polygon"",""coordinates"":[[[1.4537673,43.5933402],[1.4537466,43.5932459],[1.4537341,43.5931903],[1.4537739,43.5931858],[1.4537929,43.5931837],[1.4538249,43.5931803],[1.4538289,43.5931998],[1.4538586,43.5933301],[1.4537673,43.5933402]]]}",1.4537341,43.5931803,1.4538586,43.5933402,123
31555,814,AC,118,"{""type"":""Polygon"",""coordinates"":[[[1.4557533,43.5932001],[1.4557756,43.5933024],[1.4557792,43.5933179],[1.4557843,43.5933406],[1.4557929,43.593371],[1.4557993,43.5933941],[1.4557719,43.5933978],[1.4557246,43.593403],[1.455719,43.5933792],[1.4557062,43.5933269],[1.4557027,43.5933126],[1.4556777,43.5932083],[1.4557533,43.5932001]]]}",1.4556777,43.5932001,1.4557993,43.593403,132
31555,814,AC,107,"{""type"":""Polygon"",""coordinates"":[[[1.4564159,43.5933235],[1.4564156,43.5933208],[1.4564125,43.5933069],[1.4564324,43.5933045],[1.4564522,43.593302],[1.4564586,43.5933018],[1.456506,43.593295],[1.4565306,43.5934043],[1.4565355,43.5934277],[1.4565469,43.5934781],[1.4565646,43.5935576],[1.4564709,43.5935688],[1.456448,43.593467],[1.4564427,43.5934432],[1.4564366,43.5934156],[1.4564208,43.5933444],[1.4564184,43.5933341],[1.4564159,43.5933235]]]}",1.4564125,43.593295,1.4565646,43.5935688,221
31555,814,AC,106,"{""type"":""Polygon"",""coordinates"":[[[1.4563325,43.5933333],[1.4563432,43.5933319],[1.4563862,43.5933268],[1.4564159,43.5933235],[1.4564184,43.5933341],[1.4564208,43.5933444],[1.4564366,43.5934156],[1.4564427,43.5934432],[1.456448,43.593467],[1.4564709,43.5935688],[1.4563857,43.593579],[1.4563779,43.5935439],[1.4563578,43.5934538],[1.456335,43.5933444],[1.4563325,43.5933333]]]}",1.4563325,43.5933235,1.4564709,43.593579,191
31555,814,AC,104,"{""type"":""Polygon"",""coordinates"":[[[1.4561551,43.5936066],[1.4561324,43.5934974],[1.4561258,43.593466],[1.4561931,43.5934583],[1.4561943,43.5934581],[1.4562233,43.5935983],[1.4561551,43.5936066]]]}",1.4561258,43.5934581,1.4562233,43.5936066,87
31555,814,AC,103,"{""type"":""Polygon"",""coordinates"":[[[1.4559979,43.5933715],[1.4560085,43.5933704],[1.4560364,43.5933672],[1.4561036,43.5933597],[1.456107,43.5933762],[1.4561258,43.593466],[1.4561324,43.5934974],[1.4561551,43.5936066],[1.4560443,43.5936197],[1.4560247,43.5935151],[1.4560116,43.5934442],[1.4560012,43.5933881],[1.4559979,43.5933715]]]}",1.4559979,43.5933597,1.4561551,43.5936197,252
31555,814,AC,102,"{""type"":""Polygon"",""coordinates"":[[[1.4557993,43.5933941],[1.4558896,43.5933837],[1.4558956,43.593383],[1.4559152,43.5933807],[1.4559724,43.5933744],[1.4559979,43.5933715],[1.4560012,43.5933881],[1.4560116,43.5934442],[1.4560247,43.5935151],[1.4560443,43.5936197],[1.4558332,43.593645],[1.4558067,43.5935388],[1.4558007,43.5935146],[1.4557809,43.5934337],[1.4557719,43.5933978],[1.4557993,43.5933941]]]}",1.4557719,43.5933715,1.4560443,43.593645,515
31555,814,AC,101,"{""type"":""Polygon"",""coordinates"":[[[1.4556635,43.5934694],[1.4556548,43.5934333],[1.4556493,43.5934115],[1.4556643,43.5934098],[1.4557144,43.5934042],[1.4557246,43.593403],[1.4557719,43.5933978],[1.4557809,43.5934337],[1.4558007,43.5935146],[1.4558067,43.5935388],[1.4558332,43.593645],[1.4557101,43.5936599],[1.4556891,43.5935738],[1.4556781,43.5935286],[1.4556635,43.5934694]]]}",1.4556493,43.5933978,1.4558332,43.5936599,286
31555,814,AC,99,"{""type"":""Polygon"",""coordinates"":[[[1.4553701,43.5934217],[1.4554941,43.5934084],[1.4554989,43.5934298],[1.4554556,43.593435],[1.4554696,43.5934939],[1.4554863,43.5935639],[1.4555147,43.5936836],[1.4554292,43.5936941],[1.4554076,43.5935948],[1.4554009,43.593563],[1.4553984,43.5935519],[1.4553877,43.5935025],[1.4553737,43.5934382],[1.4553701,43.5934217]]]}",1.4553701,43.5934084,1.4555147,43.5936941,212
31555,814,AC,98,"{""type"":""Polygon"",""coordinates"":[[[1.4553534,43.5937032],[1.4553321,43.5936045],[1.4553228,43.5935616],[1.4553029,43.5934695],[1.4553003,43.5934567],[1.4552946,43.5934299],[1.4553701,43.5934217],[1.4553737,43.5934382],[1.4553877,43.5935025],[1.4553984,43.5935519],[1.4554009,43.593563],[1.4554076,43.5935948],[1.4554292,43.5936941],[1.4553534,43.5937032]]]}",1.4552946,43.5934217,1.4554292,43.5937032,190
31555,814,AC,353,"{""type"":""Polygon"",""coordinates"":[[[1.4551021,43.5937337],[1.4550191,43.5937439],[1.455004,43.5936726],[1.4549875,43.5935948],[1.4549515,43.5935989],[1.4549203,43.5934609],[1.4549887,43.5934547],[1.4549988,43.5934924],[1.4550421,43.593489],[1.4550466,43.5934883],[1.4550512,43.5934955],[1.4550826,43.5936413],[1.4550876,43.5936651],[1.4551021,43.5937337]]]}",1.4549203,43.5934547,1.4551021,43.5937439,238
31555,814,AC,352,"{""type"":""Polygon"",""coordinates"":[[[1.4550191,43.5937439],[1.4549626,43.593751],[1.4549324,43.5936011],[1.4549515,43.5935989],[1.4549875,43.5935948],[1.455004,43.5936726],[1.4550191,43.5937439]]]}",1.4549324,43.5935948,1.4550191,43.593751,75
31555,814,AC,96,"{""type"":""Polygon"",""coordinates"":[[[1.4549203,43.5934609],[1.4549515,43.5935989],[1.4549324,43.5936011],[1.4549626,43.593751],[1.4548795,43.5937612],[1.4548366,43.5935698],[1.454833,43.5935531],[1.4548224,43.5935062],[1.4548172,43.5935011],[1.4548004,43.5935046],[1.4547944,43.5934736],[1.4548267,43.5934703],[1.4549203,43.5934609]]]}",1.4547944,43.5934609,1.4549626,43.5937612,259
31555,814,AC,95,"{""type"":""Polygon"",""coordinates"":[[[1.4548795,43.5937612],[1.4547968,43.5937715],[1.4547743,43.5936729],[1.4547695,43.5936514],[1.4547495,43.5935628],[1.4547379,43.5935114],[1.4548004,43.5935046],[1.4548172,43.5935011],[1.4548224,43.5935062],[1.454833,43.5935531],[1.4548366,43.5935698],[1.4548795,43.5937612]]]}",1.4547379,43.5935011,1.4548795,43.5937715,196
31555,814,AC,94,"{""type"":""Polygon"",""coordinates"":[[[1.4547968,43.5937715],[1.4546621,43.593788],[1.454637,43.5936661],[1.4546315,43.5936383],[1.4546183,43.5935738],[1.4546084,43.5935255],[1.4547379,43.5935114],[1.4547495,43.5935628],[1.4547695,43.5936514],[1.4547743,43.5936729],[1.4547968,43.5937715]]]}",1.4546084,43.5935114,1.4547968,43.593788,322
31555,814,AC,93,"{""type"":""Polygon"",""coordinates"":[[[1.4545613,43.5936074],[1.4545555,43.5935796],[1.4545457,43.5935324],[1.4546084,43.5935255],[1.4546183,43.5935738],[1.4546315,43.5936383],[1.454637,43.5936661],[1.4546621,43.593788],[1.454601,43.5937956],[1.4545802,43.5936966],[1.4545613,43.5936074]]]}",1.4545457,43.5935255,1.4546621,43.5937956,146
31555,814,AC,389,"{""type"":""Polygon"",""coordinates"":[[[1.4544889,43.5936154],[1.4545613,43.5936074],[1.4545802,43.5936966],[1.454601,43.5937956],[1.4545296,43.5938042],[1.4545008,43.5936724],[1.4544911,43.5936276],[1.4544889,43.5936154]]]}",1.4544889,43.5936074,1.454601,43.5938042,129
31555,814,AC,91,"{""type"":""Polygon"",""coordinates"":[[[1.4544889,43.5936154],[1.4544911,43.5936276],[1.4545008,43.5936724],[1.4545296,43.5938042],[1.4544556,43.5938134],[1.4544343,43.5937149],[1.4544099,43.5936034],[1.454408,43.5935958],[1.4543976,43.593549],[1.4544713,43.5935405],[1.4544842,43.593589],[1.4544857,43.5935967],[1.4544889,43.5936154]]]}",1.4543976,43.5935405,1.4545296,43.5938134,179
31555,814,AC,89,"{""type"":""Polygon"",""coordinates"":[[[1.4543813,43.5938224],[1.4542585,43.5938373],[1.45424,43.5937333],[1.4542343,43.5937019],[1.4542189,43.5936153],[1.4542108,43.5935701],[1.4543248,43.5935571],[1.4543345,43.5936038],[1.4543599,43.5937188],[1.454361,43.5937242],[1.4543813,43.5938224]]]}",1.4542108,43.5935571,1.4543813,43.5938373,287
31555,814,AC,88,"{""type"":""Polygon"",""coordinates"":[[[1.4542585,43.5938373],[1.4541972,43.5938449],[1.4541749,43.5937259],[1.4541719,43.5937096],[1.4541555,43.5936217],[1.4541472,43.5935773],[1.4541721,43.5935746],[1.4542108,43.5935701],[1.4542189,43.5936153],[1.4542343,43.5937019],[1.45424,43.5937333],[1.4542585,43.5938373]]]}",1.4541472,43.5935701,1.4542585,43.5938449,149
31555,814,AC,87,"{""type"":""Polygon"",""coordinates"":[[[1.4541972,43.5938449],[1.4540282,43.5938654],[1.454009,43.593765],[1.4540055,43.593747],[1.4539954,43.5936936],[1.4539891,43.5936608],[1.4539854,43.5936415],[1.4539831,43.5936297],[1.4539751,43.593597],[1.4540194,43.5935918],[1.4540225,43.5935914],[1.4540942,43.5935834],[1.4541472,43.5935773],[1.4541555,43.5936217],[1.4541719,43.5937096],[1.4541749,43.5937259],[1.4541972,43.5938449]]]}",1.4539751,43.5935773,1.4541972,43.5938654,417
31555,814,AC,86,"{""type"":""Polygon"",""coordinates"":[[[1.4540282,43.5938654],[1.4539504,43.5938748],[1.4539272,43.5937443],[1.4539264,43.5937379],[1.4539143,43.5936765],[1.4539095,43.5936499],[1.4539012,43.5936052],[1.4539241,43.5936026],[1.4539751,43.593597],[1.4539831,43.5936297],[1.4539854,43.5936415],[1.4539891,43.5936608],[1.4539954,43.5936936],[1.4540055,43.593747],[1.454009,43.593765],[1.4540282,43.5938654]]]}",1.4539012,43.593597,1.4540282,43.5938748,183
31555,814,AC,85,"{""type"":""Polygon"",""coordinates"":[[[1.4539504,43.5938748],[1.4538126,43.5938917],[1.4538184,43.5938554],[1.4538302,43.5937863],[1.4538343,43.5937617],[1.4538363,43.5937501],[1.4538367,43.5937465],[1.453849,43.5936833],[1.4538547,43.5936507],[1.4538585,43.5936102],[1.4539012,43.5936052],[1.4539095,43.5936499],[1.4539143,43.5936765],[1.4539264,43.5937379],[1.4539272,43.5937443],[1.4539504,43.5938748]]]}",1.4538126,43.5936052,1.4539504,43.5938917,218
31555,814,AC,84,"{""type"":""Polygon"",""coordinates"":[[[1.4535165,43.593801],[1.453518,43.593787],[1.4535299,43.593681],[1.453534,43.5936461],[1.4535794,43.5936411],[1.4537422,43.593623],[1.4537945,43.5936173],[1.4538335,43.5936128],[1.4538585,43.5936102],[1.4538547,43.5936507],[1.453849,43.5936833],[1.4538367,43.5937465],[1.4538363,43.5937501],[1.4538343,43.5937617],[1.4538302,43.5937863],[1.4538184,43.5938554],[1.4538126,43.5938917],[1.4535024,43.5939296],[1.4535064,43.5938941],[1.4535108,43.5938522],[1.4535165,43.593801]]]}",1.4535024,43.5936102,1.4538585,43.5939296,788
31555,814,AC,82,"{""type"":""Polygon"",""coordinates"":[[[1.4534096,43.5937933],[1.4535165,43.593801],[1.4535108,43.5938522],[1.4535064,43.5938941],[1.4535024,43.5939296],[1.4533794,43.5939445],[1.4533873,43.5938888],[1.4533882,43.5938816],[1.4533889,43.593877],[1.4533918,43.5938402],[1.4534038,43.5938401],[1.4534057,43.5938244],[1.4534096,43.5937933]]]}",1.4533794,43.5937933,1.4535165,43.5939445,143
31555,814,AC,80,"{""type"":""Polygon"",""coordinates"":[[[1.4533476,43.5938772],[1.4533474,43.5938794],[1.4533463,43.5938864],[1.4533873,43.5938888],[1.4533794,43.5939445],[1.4531869,43.5939679],[1.4531772,43.5939675],[1.4531719,43.5939598],[1.4531844,43.5938692],[1.4533476,43.5938772]]]}",1.4531719,43.5938692,1.4533873,43.5939679,144
31555,814,AC,401,"{""type"":""Polygon"",""coordinates"":[[[1.4531966,43.5937791],[1.4533586,43.5937896],[1.4534096,43.5937933],[1.4534057,43.5938244],[1.4534038,43.5938401],[1.4533918,43.5938402],[1.4533889,43.593877],[1.4533479,43.5938754],[1.4533476,43.5938772],[1.4531844,43.5938692],[1.4531966,43.5937791]]]}",1.4531844,43.5937791,1.4534096,43.5938772,166
31555,814,AC,131,"{""type"":""Polygon"",""coordinates"":[[[1.4537422,43.593623],[1.4537225,43.5935219],[1.453704,43.593425],[1.4537943,43.593415],[1.4538143,43.5935121],[1.453817,43.5935258],[1.4538335,43.5936128],[1.4537945,43.5936173],[1.4537422,43.593623]]]}",1.453704,43.593415,1.4538335,43.593623,166
31555,814,AC,130,"{""type"":""Polygon"",""coordinates"":[[[1.4539241,43.5936026],[1.4539012,43.5936052],[1.4538585,43.5936102],[1.4538335,43.5936128],[1.453817,43.5935258],[1.4538143,43.5935121],[1.4537943,43.593415],[1.4538848,43.5934051],[1.4539079,43.5935119],[1.4539095,43.5935163],[1.4539143,43.593542],[1.4539241,43.5936026]]]}",1.4537943,43.5934051,1.4539241,43.5936128,168
31555,814,AC,129,"{""type"":""Polygon"",""coordinates"":[[[1.4540194,43.5935918],[1.4539751,43.593597],[1.4539241,43.5936026],[1.4539143,43.593542],[1.4539095,43.5935163],[1.4539079,43.5935119],[1.4538848,43.5934051],[1.4539774,43.5933949],[1.4539977,43.5934895],[1.4540001,43.5935013],[1.4540194,43.5935918]]]}",1.4538848,43.5933949,1.4540194,43.5936026,168
31555,814,AC,128,"{""type"":""Polygon"",""coordinates"":[[[1.4540942,43.5935834],[1.4540225,43.5935914],[1.4540194,43.5935918],[1.4540001,43.5935013],[1.4539977,43.5934895],[1.4539774,43.5933949],[1.4540535,43.5933864],[1.4540729,43.593481],[1.4540942,43.5935834]]]}",1.4539774,43.5933864,1.4540942,43.5935918,139
31555,814,AC,127,"{""type"":""Polygon"",""coordinates"":[[[1.4541721,43.5935746],[1.4541472,43.5935773],[1.4540942,43.5935834],[1.4540729,43.593481],[1.4540535,43.5933864],[1.4541312,43.593378],[1.4541507,43.593472],[1.4541721,43.5935746]]]}",1.4540535,43.593378,1.4541721,43.5935834,145
31555,814,AC,126,"{""type"":""Polygon"",""coordinates"":[[[1.4543248,43.5935571],[1.4542108,43.5935701],[1.4541721,43.5935746],[1.4541507,43.593472],[1.4541312,43.593378],[1.4542837,43.5933613],[1.4543006,43.5934414],[1.4543037,43.5934563],[1.4543248,43.5935571]]]}",1.4541312,43.5933613,1.4543248,43.5935746,279
31555,814,AC,125,"{""type"":""Polygon"",""coordinates"":[[[1.4544817,43.5935394],[1.4544713,43.5935405],[1.4543976,43.593549],[1.4543248,43.5935571],[1.4543037,43.5934563],[1.4543006,43.5934414],[1.4542837,43.5933613],[1.4544429,43.5933438],[1.4544592,43.5934242],[1.4544604,43.5934293],[1.4544689,43.5934726],[1.4544817,43.5935394]]]}",1.4542837,43.5933438,1.4544817,43.5935571,290
31555,814,AC,124,"{""type"":""Polygon"",""coordinates"":[[[1.4545457,43.5935324],[1.4544817,43.5935394],[1.4544689,43.5934726],[1.4544604,43.5934293],[1.4544592,43.5934242],[1.4544429,43.5933438],[1.4547629,43.5933087],[1.4547783,43.5933914],[1.4547806,43.5934031],[1.4547944,43.5934736],[1.4548004,43.5935046],[1.4547379,43.5935114],[1.4546084,43.5935255],[1.4545457,43.5935324]]]}",1.4544429,43.5933087,1.4548004,43.5935394,576
31555,814,AC,123,"{""type"":""Polygon"",""coordinates"":[[[1.4549801,43.5932849],[1.4549898,43.5933351],[1.4549987,43.5933819],[1.4550064,43.5934225],[1.4550089,43.5934352],[1.4550125,43.5934543],[1.4549887,43.5934547],[1.4549203,43.5934609],[1.4548267,43.5934703],[1.4547944,43.5934736],[1.4547806,43.5934031],[1.4547783,43.5933914],[1.4547629,43.5933087],[1.4549801,43.5932849]]]}",1.4547629,43.5932849,1.4550125,43.5934736,324
31555,814,AC,48,"{""type"":""Polygon"",""coordinates"":[[[1.4558509,43.5937365],[1.456066,43.5937093],[1.4561367,43.5938012],[1.4561822,43.5938603],[1.4562014,43.5938865],[1.4562049,43.5938909],[1.4562868,43.5939975],[1.4560983,43.5940677],[1.4560144,43.5939566],[1.4559287,43.5938431],[1.4559175,43.5938283],[1.4558983,43.5938028],[1.4558509,43.5937365]]]}",1.4558509,43.5937093,1.4562868,43.5940677,671
31555,814,AC,47,"{""type"":""Polygon"",""coordinates"":[[[1.4558096,43.5938884],[1.4559287,43.5938431],[1.4560144,43.5939566],[1.4560983,43.5940677],[1.4559812,43.5941136],[1.455914,43.5940255],[1.4559068,43.5940159],[1.4559026,43.5940105],[1.4558866,43.5939895],[1.4558313,43.5939168],[1.4558096,43.5938884]]]}",1.4558096,43.5938431,1.4560983,43.5941136,314
31555,814,AC,46,"{""type"":""Polygon"",""coordinates"":[[[1.4556501,43.5939369],[1.4558012,43.5938771],[1.4558096,43.5938884],[1.4558313,43.5939168],[1.4558866,43.5939895],[1.4559026,43.5940105],[1.4559068,43.5940159],[1.455914,43.5940255],[1.4559812,43.5941136],[1.4558265,43.5941742],[1.4557499,43.5940715],[1.4557315,43.5940469],[1.4557228,43.5940352],[1.455668,43.593962],[1.4556645,43.593957],[1.4556542,43.5939422],[1.4556501,43.5939369]]]}",1.4556501,43.5938771,1.4559812,43.5941742,422
31555,814,AC,45,"{""type"":""Polygon"",""coordinates"":[[[1.4554869,43.5940033],[1.455512,43.5939966],[1.4555222,43.593994],[1.4555571,43.5939847],[1.4555838,43.5939779],[1.4555738,43.5939667],[1.4556501,43.5939369],[1.4556542,43.5939422],[1.4556645,43.593957],[1.455668,43.593962],[1.4557228,43.5940352],[1.4557315,43.5940469],[1.4557499,43.5940715],[1.4558265,43.5941742],[1.4556545,43.5942414],[1.4554869,43.5940033]]]}",1.4554869,43.5939369,1.4558265,43.5942414,458
31555,814,AC,43,"{""type"":""Polygon"",""coordinates"":[[[1.4551303,43.594115],[1.4551846,43.5941004],[1.4552329,43.5940884],[1.4552733,43.5941492],[1.455315,43.5942117],[1.4553237,43.5942249],[1.4554008,43.5943407],[1.4553032,43.5943788],[1.455235,43.5942751],[1.4551992,43.59422],[1.4551881,43.5942033],[1.4551303,43.594115]]]}",1.4551303,43.5940884,1.4554008,43.5943788,284
31555,814,AC,42,"{""type"":""Polygon"",""coordinates"":[[[1.4549987,43.5941476],[1.4550225,43.5941419],[1.4550987,43.5941238],[1.4551303,43.594115],[1.4551881,43.5942033],[1.4551992,43.59422],[1.455235,43.5942751],[1.4553032,43.5943788],[1.4551838,43.5944253],[1.4550784,43.594267],[1.4549987,43.5941476]]]}",1.4549987,43.594115,1.4553032,43.5944253,365
31555,814,AC,41,"{""type"":""Polygon"",""coordinates"":[[[1.4549163,43.5941625],[1.454964,43.5941558],[1.4549987,43.5941476],[1.4550784,43.594267],[1.4551838,43.5944253],[1.4551139,43.5944527],[1.4550193,43.594314],[1.4550101,43.5943005],[1.4550063,43.594295],[1.4549628,43.5942309],[1.4549163,43.5941625]]]}",1.4549163,43.5941476,1.4551838,43.5944527,227
31555,814,AC,421,"{""type"":""Polygon"",""coordinates"":[[[1.4549156,43.5943371],[1.4550101,43.5943005],[1.4550193,43.594314],[1.4551139,43.5944527],[1.4550199,43.5944893],[1.4549474,43.5943836],[1.4549233,43.5943481],[1.4549173,43.5943399],[1.4549156,43.5943371]]]}",1.4549156,43.5943005,1.4551139,43.5944893,166
31555,814,AC,39,"{""type"":""Polygon"",""coordinates"":[[[1.4547083,43.5941887],[1.454755,43.5941825],[1.4547891,43.5941788],[1.4548069,43.5941771],[1.4548142,43.5941892],[1.4548209,43.5941989],[1.4548679,43.5942674],[1.4549156,43.5943371],[1.4549173,43.5943399],[1.4549233,43.5943481],[1.4549474,43.5943836],[1.4550199,43.5944893],[1.4549367,43.5945219],[1.4548635,43.5944152],[1.4547837,43.5942985],[1.45476,43.5942642],[1.4547296,43.5942202],[1.4547083,43.5941887]]]}",1.4547083,43.5941771,1.4550199,43.5945219,304
31555,814,AC,38,"{""type"":""Polygon"",""coordinates"":[[[1.4545771,43.5942057],[1.4546313,43.5941989],[1.4546528,43.594196],[1.4546891,43.5941911],[1.4547083,43.5941887],[1.4547296,43.5942202],[1.45476,43.5942642],[1.4547837,43.5942985],[1.4548635,43.5944152],[1.4549367,43.5945219],[1.4548273,43.5945645],[1.4547515,43.5944555],[1.4547418,43.5944427],[1.4547257,43.5944207],[1.4547136,43.5944035],[1.4546653,43.5943351],[1.454657,43.5943237],[1.4545771,43.5942057]]]}",1.4545771,43.5941887,1.4549367,43.5945645,450
